Document_Number,Posting_Date,Fiscal_Year_Period,Company_Code,Store,Cost_Center,GL_Account,GL_Account_Name,Cost_Category,Cost_Subcategory,Amount_USD,Currency
ACD-102439,2025-04-01,2025-04,CC100 - Hakam Global Coffee,Downtown,CC_FAC_02,630000,Equipment Depreciation (Espresso/Grinders),Depreciation,Depreciation,30.52,USD
ACD-102440,2025-04-01,2025-04,CC100 - Hakam Global Coffee,Corporate Park,CC_BAR_01,410000,Gross Beverage & Food Revenue,Revenue,Revenue,587.36,USD
ACD-102441,2025-04-01,2025-04,CC100 - Hakam Global Coffee,Corporate Park,CC_BAR_01,510000,Direct Raw Materials (Beans/Dairy/Syrup),COGS,Direct Materials,135.68,USD
ACD-102442,2025-04-01,2025-04,CC100 - Hakam Global Coffee,Corporate Park,CC_BAR_01,520000,Direct Barista Labor & Payroll,COGS,Direct Labor,97.58,USD
ACD-102443,2025-04-01,2025-04,CC100 - Hakam Global Coffee,Corporate Park,CC_BAR_01,530000,Packaging & Sustainable Cups,COGS,Packaging,25.47,USD
ACD-102444,2025-04-01,2025-04,CC100 - Hakam Global Coffee,Corporate Park,CC_FAC_02,610000,Store Rent & Facility Lease,OPEX,Rent,62.27,USD
ACD-102445,2025-04-01,2025-04,CC100 - Hakam Global Coffee,Corporate Park,CC_FAC_02,620000,Utilities (Power/Water/Gas),OPEX,Utilities,30.95,USD
ACD-102446,2025-04-01,2025-04,CC100 - Hakam Global Coffee,Corporate Park,CC_MKT_03,640000,Digital Marketing & Channel Promo,OPEX,Marketing,25.25,USD
ACD-102447,2025-04-01,2025-04,CC100 - Hakam Global Coffee,Corporate Park,CC_ADM_04,650000,Admin & IT Support Overhead,OPEX,Admin,17.82,USD
ACD-102448,2025-04-01,2025-04,CC100 - Hakam Global Coffee,Corporate Park,CC_FAC_02,630000,Equipment Depreciation (Espresso/Grinders),Depreciation,Depreciation,18.55,USD
ACD-102449,2025-04-01,2025-04,CC100 - Hakam Global Coffee,University,CC_BAR_01,410000,Gross Beverage & Food Revenue,Revenue,Revenue,437.05,USD
ACD-102450,2025-04-01,2025-04,CC100 - Hakam Global Coffee,University,CC_BAR_01,510000,Direct Raw Materials (Beans/Dairy/Syrup),COGS,Direct Materials,109.7,USD
ACD-102451,2025-04-01,2025-04,CC100 - Hakam Global Coffee,University,CC_BAR_01,520000,Direct Barista Labor & Payroll,COGS,Direct Labor,76.35,USD
ACD-102452,2025-04-01,2025-04,CC100 - Hakam Global Coffee,University,CC_BAR_01,530000,Packaging & Sustainable Cups,COGS,Packaging,20.69,USD
ACD-102453,2025-04-01,2025-04,CC100 - Hakam Global Coffee,University,CC_FAC_02,610000,Store Rent & Facility Lease,OPEX,Rent,58.38,USD
ACD-102454,2025-04-01,2025-04,CC100 - Hakam Global Coffee,University,CC_FAC_02,620000,Utilities (Power/Water/Gas),OPEX,Utilities,17.57,USD
ACD-102455,2025-04-01,2025-04,CC100 - Hakam Global Coffee,University,CC_MKT_03,640000,Digital Marketing & Channel Promo,OPEX,Marketing,20.28,USD
ACD-102456,2025-04-01,2025-04,CC100 - Hakam Global Coffee,University,CC_ADM_04,650000,Admin & IT Support Overhead,OPEX,Admin,14.69,USD
ACD-102457,2025-04-01,2025-04,CC100 - Hakam Global Coffee,University,CC_FAC_02,630000,Equipment Depreciation (Espresso/Grinders),Depreciation,Depreciation,23.65,USD
ACD-102458,2025-04-02,2025-04,CC100 - Hakam Global Coffee,Downtown,CC_BAR_01,410000,Gross Beverage & Food Revenue,Revenue,Revenue,616.53,USD
ACD-102459,2025-04-02,2025-04,CC100 - Hakam Global Coffee,Downtown,CC_BAR_01,510000,Direct Raw Materials (Beans/Dairy/Syrup),COGS,Direct Materials,156.11,USD
ACD-102460,2025-04-02,2025-04,CC100 - Hakam Global Coffee,Downtown,CC_BAR_01,520000,Direct Barista Labor & Payroll,COGS,Direct Labor,106.38,USD
ACD-102461,2025-04-02,2025-04,CC100 - Hakam Global Coffee,Downtown,CC_BAR_01,530000,Packaging & Sustainable Cups,COGS,Packaging,28.33,USD
ACD-102462,2025-04-02,2025-04,CC100 - Hakam Global Coffee,Downtown,CC_FAC_02,610000,Store Rent & Facility Lease,OPEX,Rent,87.73,USD
ACD-102463,2025-04-02,2025-04,CC100 - Hakam Global Coffee,Downtown,CC_FAC_02,620000,Utilities (Power/Water/Gas),OPEX,Utilities,31.59,USD
ACD-102464,2025-04-02,2025-04,CC100 - Hakam Global Coffee,Downtown,CC_MKT_03,640000,Digital Marketing & Channel Promo,OPEX,Marketing,22.32,USD
ACD-102465,2025-04-02,2025-04,CC100 - Hakam Global Coffee,Downtown,CC_ADM_04,650000,Admin & IT Support Overhead,OPEX,Admin,24.53,USD
ACD-102466,2025-04-02,2025-04,CC100 - Hakam Global Coffee,Downtown,CC_FAC_02,630000,Equipment Depreciation (Espresso/Grinders),Depreciation,Depreciation,26.18,USD
ACD-102467,2025-04-02,2025-04,CC100 - Hakam Global Coffee,Corporate Park,CC_BAR_01,410000,Gross Beverage & Food Revenue,Revenue,Revenue,817.39,USD
ACD-102468,2025-04-02,2025-04,CC100 - Hakam Global Coffee,Corporate Park,CC_BAR_01,510000,Direct Raw Materials (Beans/Dairy/Syrup),COGS,Direct Materials,205.19,USD
ACD-102469,2025-04-02,2025-04,CC100 - Hakam Global Coffee,Corporate Park,CC_BAR_01,520000,Direct Barista Labor & Payroll,COGS,Direct Labor,128.42,USD
ACD-102470,2025-04-02,2025-04,CC100 - Hakam Global Coffee,Corporate Park,CC_BAR_01,530000,Packaging & Sustainable Cups,COGS,Packaging,45.95,USD
ACD-102471,2025-04-02,2025-04,CC100 - Hakam Global Coffee,Corporate Park,CC_FAC_02,610000,Store Rent & Facility Lease,OPEX,Rent,65.27,USD
ACD-102472,2025-04-02,2025-04,CC100 - Hakam Global Coffee,Corporate Park,CC_FAC_02,620000,Utilities (Power/Water/Gas),OPEX,Utilities,25.54,USD
ACD-102473,2025-04-02,2025-04,CC100 - Hakam Global Coffee,Corporate Park,CC_MKT_03,640000,Digital Marketing & Channel Promo,OPEX,Marketing,24.43,USD
ACD-102474,2025-04-02,2025-04,CC100 - Hakam Global Coffee,Corporate Park,CC_ADM_04,650000,Admin & IT Support Overhead,OPEX,Admin,18.78,USD
ACD-102475,2025-04-02,2025-04,CC100 - Hakam Global Coffee,Corporate Park,CC_FAC_02,630000,Equipment Depreciation (Espresso/Grinders),Depreciation,Depreciation,19.16,USD
ACD-102476,2025-04-02,2025-04,CC100 - Hakam Global Coffee,University,CC_BAR_01,410000,Gross Beverage & Food Revenue,Revenue,Revenue,443.82,USD
ACD-102477,2025-04-02,2025-04,CC100 - Hakam Global Coffee,University,CC_BAR_01,510000,Direct Raw Materials (Beans/Dairy/Syrup),COGS,Direct Materials,101.31,USD
ACD-102478,2025-04-02,2025-04,CC100 - Hakam Global Coffee,University,CC_BAR_01,520000,Direct Barista Labor & Payroll,COGS,Direct Labor,69.33,USD
ACD-102479,2025-04-02,2025-04,CC100 - Hakam Global Coffee,University,CC_BAR_01,530000,Packaging & Sustainable Cups,COGS,Packaging,18.28,USD
ACD-102480,2025-04-02,2025-04,CC100 - Hakam Global Coffee,University,CC_FAC_02,610000,Store Rent & Facility Lease,OPEX,Rent,49.42,USD
ACD-102481,2025-04-02,2025-04,CC100 - Hakam Global Coffee,University,CC_FAC_02,620000,Utilities (Power/Water/Gas),OPEX,Utilities,20.3,USD
ACD-102482,2025-04-02,2025-04,CC100 - Hakam Global Coffee,University,CC_MKT_03,640000,Digital Marketing & Channel Promo,OPEX,Marketing,18.05,USD
ACD-102483,2025-04-02,2025-04,CC100 - Hakam Global Coffee,University,CC_ADM_04,650000,Admin & IT Support Overhead,OPEX,Admin,12.57,USD
ACD-102484,2025-04-02,2025-04,CC100 - Hakam Global Coffee,University,CC_FAC_02,630000,Equipment Depreciation (Espresso/Grinders),Depreciation,Depreciation,20.94,USD
ACD-102485,2025-04-03,2025-04,CC100 - Hakam Global Coffee,Downtown,CC_BAR_01,410000,Gross Beverage & Food Revenue,Revenue,Revenue,688.45,USD
ACD-102486,2025-04-03,2025-04,CC100 - Hakam Global Coffee,Downtown,CC_BAR_01,510000,Direct Raw Materials (Beans/Dairy/Syrup),COGS,Direct Materials,158.82,USD
ACD-102487,2025-04-03,2025-04,CC100 - Hakam Global Coffee,Downtown,CC_BAR_01,520000,Direct Barista Labor & Payroll,COGS,Direct Labor,120.99,USD
ACD-102488,2025-04-03,2025-04,CC100 - Hakam Global Coffee,Downtown,CC_BAR_01,530000,Packaging & Sustainable Cups,COGS,Packaging,41.11,USD
ACD-102489,2025-04-03,2025-04,CC100 - Hakam Global Coffee,Downtown,CC_FAC_02,610000,Store Rent & Facility Lease,OPEX,Rent,79.09,USD
ACD-102490,2025-04-03,2025-04,CC100 - Hakam Global Coffee,Downtown,CC_FAC_02,620000,Utilities (Power/Water/Gas),OPEX,Utilities,25.84,USD
ACD-102491,2025-04-03,2025-04,CC100 - Hakam Global Coffee,Downtown,CC_MKT_03,640000,Digital Marketing & Channel Promo,OPEX,Marketing,33.1,USD
ACD-102492,2025-04-03,2025-04,CC100 - Hakam Global Coffee,Downtown,CC_ADM_04,650000,Admin & IT Support Overhead,OPEX,Admin,24.11,USD
ACD-102493,2025-04-03,2025-04,CC100 - Hakam Global Coffee,Downtown,CC_FAC_02,630000,Equipment Depreciation (Espresso/Grinders),Depreciation,Depreciation,32.65,USD
ACD-102494,2025-04-03,2025-04,CC100 - Hakam Global Coffee,Corporate Park,CC_BAR_01,410000,Gross Beverage & Food Revenue,Revenue,Revenue,816.91,USD
ACD-102495,2025-04-03,2025-04,CC100 - Hakam Global Coffee,Corporate Park,CC_BAR_01,510000,Direct Raw Materials (Beans/Dairy/Syrup),COGS,Direct Materials,208.05,USD
ACD-102496,2025-04-03,2025-04,CC100 - Hakam Global Coffee,Corporate Park,CC_BAR_01,520000,Direct Barista Labor & Payroll,COGS,Direct Labor,125.65,USD
ACD-102497,2025-04-03,2025-04,CC100 - Hakam Global Coffee,Corporate Park,CC_BAR_01,530000,Packaging & Sustainable Cups,COGS,Packaging,46.83,USD
ACD-102498,2025-04-03,2025-04,CC100 - Hakam Global Coffee,Corporate Park,CC_FAC_02,610000,Store Rent & Facility Lease,OPEX,Rent,57.49,USD
ACD-102499,2025-04-03,2025-04,CC100 - Hakam Global Coffee,Corporate Park,CC_FAC_02,620000,Utilities (Power/Water/Gas),OPEX,Utilities,30.52,USD
ACD-102500,2025-04-03,2025-04,CC100 - Hakam Global Coffee,Corporate Park,CC_MKT_03,640000,Digital Marketing & Channel Promo,OPEX,Marketing,26.19,USD
ACD-102501,2025-04-03,2025-04,CC100 - Hakam Global Coffee,Corporate Park,CC_ADM_04,650000,Admin & IT Support Overhead,OPEX,Admin,20.26,USD
ACD-102502,2025-04-03,2025-04,CC100 - Hakam Global Coffee,Corporate Park,CC_FAC_02,630000,Equipment Depreciation (Espresso/Grinders),Depreciation,Depreciation,25.03,USD
ACD-102503,2025-04-03,2025-04,CC100 - Hakam Global Coffee,University,CC_BAR_01,410000,Gross Beverage & Food Revenue,Revenue,Revenue,538.65,USD
ACD-102504,2025-04-03,2025-04,CC100 - Hakam Global Coffee,University,CC_BAR_01,510000,Direct Raw Materials (Beans/Dairy/Syrup),COGS,Direct Materials,130.94,USD
ACD-102505,2025-04-03,2025-04,CC100 - Hakam Global Coffee,University,CC_BAR_01,520000,Direct Barista Labor & Payroll,COGS,Direct Labor,85.14,USD
ACD-102506,2025-04-03,2025-04,CC100 - Hakam Global Coffee,University,CC_BAR_01,530000,Packaging & Sustainable Cups,COGS,Packaging,26.01,USD
ACD-102507,2025-04-03,2025-04,CC100 - Hakam Global Coffee,University,CC_FAC_02,610000,Store Rent & Facility Lease,OPEX,Rent,51.34,USD
ACD-102508,2025-04-03,2025-04,CC100 - Hakam Global Coffee,University,CC_FAC_02,620000,Utilities (Power/Water/Gas),OPEX,Utilities,24.32,USD
ACD-102509,2025-04-03,2025-04,CC100 - Hakam Global Coffee,University,CC_MKT_03,640000,Digital Marketing & Channel Promo,OPEX,Marketing,22.27,USD
ACD-102510,2025-04-03,2025-04,CC100 - Hakam Global Coffee,University,CC_ADM_04,650000,Admin & IT Support Overhead,OPEX,Admin,10.38,USD
ACD-102511,2025-04-03,2025-04,CC100 - Hakam Global Coffee,University,CC_FAC_02,630000,Equipment Depreciation (Espresso/Grinders),Depreciation,Depreciation,19.15,USD
ACD-102512,2025-04-04,2025-04,CC100 - Hakam Global Coffee,Downtown,CC_BAR_01,410000,Gross Beverage & Food Revenue,Revenue,Revenue,900.23,USD
ACD-102513,2025-04-04,2025-04,CC100 - Hakam Global Coffee,Downtown,CC_BAR_01,510000,Direct Raw Materials (Beans/Dairy/Syrup),COGS,Direct Materials,231.77,USD
ACD-102514,2025-04-04,2025-04,CC100 - Hakam Global Coffee,Downtown,CC_BAR_01,520000,Direct Barista Labor & Payroll,COGS,Direct Labor,145.0,USD
ACD-102515,2025-04-04,2025-04,CC100 - Hakam Global Coffee,Downtown,CC_BAR_01,530000,Packaging & Sustainable Cups,COGS,Packaging,53.12,USD
ACD-102516,2025-04-04,2025-04,CC100 - Hakam Global Coffee,Downtown,CC_FAC_02,610000,Store Rent & Facility Lease,OPEX,Rent,69.59,USD
ACD-102517,2025-04-04,2025-04,CC100 - Hakam Global Coffee,Downtown,CC_FAC_02,620000,Utilities (Power/Water/Gas),OPEX,Utilities,24.34,USD
ACD-102518,2025-04-04,2025-04,CC100 - Hakam Global Coffee,Downtown,CC_MKT_03,640000,Digital Marketing & Channel Promo,OPEX,Marketing,29.79,USD
ACD-102519,2025-04-04,2025-04,CC100 - Hakam Global Coffee,Downtown,CC_ADM_04,650000,Admin & IT Support Overhead,OPEX,Admin,23.39,USD
ACD-102520,2025-04-04,2025-04,CC100 - Hakam Global Coffee,Downtown,CC_FAC_02,630000,Equipment Depreciation (Espresso/Grinders),Depreciation,Depreciation,30.12,USD
ACD-102521,2025-04-04,2025-04,CC100 - Hakam Global Coffee,Corporate Park,CC_BAR_01,410000,Gross Beverage & Food Revenue,Revenue,Revenue,844.58,USD
ACD-102522,2025-04-04,2025-04,CC100 - Hakam Global Coffee,Corporate Park,CC_BAR_01,510000,Direct Raw Materials (Beans/Dairy/Syrup),COGS,Direct Materials,208.24,USD
ACD-102523,2025-04-04,2025-04,CC100 - Hakam Global Coffee,Corporate Park,CC_BAR_01,520000,Direct Barista Labor & Payroll,COGS,Direct Labor,135.76,USD
ACD-102524,2025-04-04,2025-04,CC100 - Hakam Global Coffee,Corporate Park,CC_BAR_01,530000,Packaging & Sustainable Cups,COGS,Packaging,34.85,USD
ACD-102525,2025-04-04,2025-04,CC100 - Hakam Global Coffee,Corporate Park,CC_FAC_02,610000,Store Rent & Facility Lease,OPEX,Rent,64.04,USD
ACD-102526,2025-04-04,2025-04,CC100 - Hakam Global Coffee,Corporate Park,CC_FAC_02,620000,Utilities (Power/Water/Gas),OPEX,Utilities,23.71,USD
ACD-102527,2025-04-04,2025-04,CC100 - Hakam Global Coffee,Corporate Park,CC_MKT_03,640000,Digital Marketing & Channel Promo,OPEX,Marketing,20.22,USD
ACD-102528,2025-04-04,2025-04,CC100 - Hakam Global Coffee,Corporate Park,CC_ADM_04,650000,Admin & IT Support Overhead,OPEX,Admin,13.94,USD
ACD-102529,2025-04-04,2025-04,CC100 - Hakam Global Coffee,Corporate Park,CC_FAC_02,630000,Equipment Depreciation (Espresso/Grinders),Depreciation,Depreciation,20.34,USD
ACD-102530,2025-04-04,2025-04,CC100 - Hakam Global Coffee,University,CC_BAR_01,410000,Gross Beverage & Food Revenue,Revenue,Revenue,829.47,USD
ACD-102531,2025-04-04,2025-04,CC100 - Hakam Global Coffee,University,CC_BAR_01,510000,Direct Raw Materials (Beans/Dairy/Syrup),COGS,Direct Materials,193.69,USD
ACD-102532,2025-04-04,2025-04,CC100 - Hakam Global Coffee,University,CC_BAR_01,520000,Direct Barista Labor & Payroll,COGS,Direct Labor,138.8,USD
ACD-102533,2025-04-04,2025-04,CC100 - Hakam Global Coffee,University,CC_BAR_01,530000,Packaging & Sustainable Cups,COGS,Packaging,42.57,USD
ACD-102534,2025-04-04,2025-04,CC100 - Hakam Global Coffee,University,CC_FAC_02,610000,Store Rent & Facility Lease,OPEX,Rent,51.97,USD
ACD-102535,2025-04-04,2025-04,CC100 - Hakam Global Coffee,University,CC_FAC_02,620000,Utilities (Power/Water/Gas),OPEX,Utilities,21.02,USD
ACD-102536,2025-04-04,2025-04,CC100 - Hakam Global Coffee,University,CC_MKT_03,640000,Digital Marketing & Channel Promo,OPEX,Marketing,19.83,USD
ACD-102537,2025-04-04,2025-04,CC100 - Hakam Global Coffee,University,CC_ADM_04,650000,Admin & IT Support Overhead,OPEX,Admin,9.96,USD
ACD-102538,2025-04-04,2025-04,CC100 - Hakam Global Coffee,University,CC_FAC_02,630000,Equipment Depreciation (Espresso/Grinders),Depreciation,Depreciation,15.2,USD
ACD-102539,2025-04-05,2025-04,CC100 - Hakam Global Coffee,Downtown,CC_BAR_01,410000,Gross Beverage & Food Revenue,Revenue,Revenue,1156.22,USD
ACD-102540,2025-04-05,2025-04,CC100 - Hakam Global Coffee,Downtown,CC_BAR_01,510000,Direct Raw Materials (Beans/Dairy/Syrup),COGS,Direct Materials,275.62,USD
ACD-102541,2025-04-05,2025-04,CC100 - Hakam Global Coffee,Downtown,CC_BAR_01,520000,Direct Barista Labor & Payroll,COGS,Direct Labor,177.74,USD
ACD-102542,2025-04-05,2025-04,CC100 - Hakam Global Coffee,Downtown,CC_BAR_01,530000,Packaging & Sustainable Cups,COGS,Packaging,66.08,USD
ACD-102543,2025-04-05,2025-04,CC100 - Hakam Global Coffee,Downtown,CC_FAC_02,610000,Store Rent & Facility Lease,OPEX,Rent,72.66,USD
ACD-102544,2025-04-05,2025-04,CC100 - Hakam Global Coffee,Downtown,CC_FAC_02,620000,Utilities (Power/Water/Gas),OPEX,Utilities,24.31,USD
ACD-102545,2025-04-05,2025-04,CC100 - Hakam Global Coffee,Downtown,CC_MKT_03,640000,Digital Marketing & Channel Promo,OPEX,Marketing,33.01,USD
ACD-102546,2025-04-05,2025-04,CC100 - Hakam Global Coffee,Downtown,CC_ADM_04,650000,Admin & IT Support Overhead,OPEX,Admin,16.23,USD
ACD-102547,2025-04-05,2025-04,CC100 - Hakam Global Coffee,Downtown,CC_FAC_02,630000,Equipment Depreciation (Espresso/Grinders),Depreciation,Depreciation,29.55,USD
ACD-102548,2025-04-05,2025-04,CC100 - Hakam Global Coffee,Corporate Park,CC_BAR_01,410000,Gross Beverage & Food Revenue,Revenue,Revenue,703.76,USD
ACD-102549,2025-04-05,2025-04,CC100 - Hakam Global Coffee,Corporate Park,CC_BAR_01,510000,Direct Raw Materials (Beans/Dairy/Syrup),COGS,Direct Materials,173.12,USD
ACD-102550,2025-04-05,2025-04,CC100 - Hakam Global Coffee,Corporate Park,CC_BAR_01,520000,Direct Barista Labor & Payroll,COGS,Direct Labor,108.92,USD
ACD-102551,2025-04-05,2025-04,CC100 - Hakam Global Coffee,Corporate Park,CC_BAR_01,530000,Packaging & Sustainable Cups,COGS,Packaging,41.28,USD
ACD-102552,2025-04-05,2025-04,CC100 - Hakam Global Coffee,Corporate Park,CC_FAC_02,610000,Store Rent & Facility Lease,OPEX,Rent,58.05,USD
ACD-102553,2025-04-05,2025-04,CC100 - Hakam Global Coffee,Corporate Park,CC_FAC_02,620000,Utilities (Power/Water/Gas),OPEX,Utilities,29.73,USD
ACD-102554,2025-04-05,2025-04,CC100 - Hakam Global Coffee,Corporate Park,CC_MKT_03,640000,Digital Marketing & Channel Promo,OPEX,Marketing,17.54,USD
ACD-102555,2025-04-05,2025-04,CC100 - Hakam Global Coffee,Corporate Park,CC_ADM_04,650000,Admin & IT Support Overhead,OPEX,Admin,15.78,USD
ACD-102556,2025-04-05,2025-04,CC100 - Hakam Global Coffee,Corporate Park,CC_FAC_02,630000,Equipment Depreciation (Espresso/Grinders),Depreciation,Depreciation,27.64,USD
ACD-102557,2025-04-05,2025-04,CC100 - Hakam Global Coffee,University,CC_BAR_01,410000,Gross Beverage & Food Revenue,Revenue,Revenue,593.34,USD
ACD-102558,2025-04-05,2025-04,CC100 - Hakam Global Coffee,University,CC_BAR_01,510000,Direct Raw Materials (Beans/Dairy/Syrup),COGS,Direct Materials,139.94,USD
ACD-102559,2025-04-05,2025-04,CC100 - Hakam Global Coffee,University,CC_BAR_01,520000,Direct Barista Labor & Payroll,COGS,Direct Labor,94.44,USD
ACD-102560,2025-04-05,2025-04,CC100 - Hakam Global Coffee,University,CC_BAR_01,530000,Packaging & Sustainable Cups,COGS,Packaging,32.03,USD
ACD-102561,2025-04-05,2025-04,CC100 - Hakam Global Coffee,University,CC_FAC_02,610000,Store Rent & Facility Lease,OPEX,Rent,47.2,USD
ACD-102562,2025-04-05,2025-04,CC100 - Hakam Global Coffee,University,CC_FAC_02,620000,Utilities (Power/Water/Gas),OPEX,Utilities,24.57,USD
ACD-102563,2025-04-05,2025-04,CC100 - Hakam Global Coffee,University,CC_MKT_03,640000,Digital Marketing & Channel Promo,OPEX,Marketing,20.09,USD
ACD-102564,2025-04-05,2025-04,CC100 - Hakam Global Coffee,University,CC_ADM_04,650000,Admin & IT Support Overhead,OPEX,Admin,9.51,USD
ACD-102565,2025-04-05,2025-04,CC100 - Hakam Global Coffee,University,CC_FAC_02,630000,Equipment Depreciation (Espresso/Grinders),Depreciation,Depreciation,18.78,USD
ACD-102566,2025-04-06,2025-04,CC100 - Hakam Global Coffee,Downtown,CC_BAR_01,410000,Gross Beverage & Food Revenue,Revenue,Revenue,826.55,USD
ACD-102567,2025-04-06,2025-04,CC100 - Hakam Global Coffee,Downtown,CC_BAR_01,510000,Direct Raw Materials (Beans/Dairy/Syrup),COGS,Direct Materials,189.32,USD
ACD-102568,2025-04-06,2025-04,CC100 - Hakam Global Coffee,Downtown,CC_BAR_01,520000,Direct Barista Labor & Payroll,COGS,Direct Labor,140.84,USD
ACD-102569,2025-04-06,2025-04,CC100 - Hakam Global Coffee,Downtown,CC_BAR_01,530000,Packaging & Sustainable Cups,COGS,Packaging,33.22,USD
ACD-102570,2025-04-06,2025-04,CC100 - Hakam Global Coffee,Downtown,CC_FAC_02,610000,Store Rent & Facility Lease,OPEX,Rent,79.53,USD
ACD-102571,2025-04-06,2025-04,CC100 - Hakam Global Coffee,Downtown,CC_FAC_02,620000,Utilities (Power/Water/Gas),OPEX,Utilities,37.54,USD
ACD-102572,2025-04-06,2025-04,CC100 - Hakam Global Coffee,Downtown,CC_MKT_03,640000,Digital Marketing & Channel Promo,OPEX,Marketing,33.54,USD
ACD-102573,2025-04-06,2025-04,CC100 - Hakam Global Coffee,Downtown,CC_ADM_04,650000,Admin & IT Support Overhead,OPEX,Admin,19.2,USD
ACD-102574,2025-04-06,2025-04,CC100 - Hakam Global Coffee,Downtown,CC_FAC_02,630000,Equipment Depreciation (Espresso/Grinders),Depreciation,Depreciation,22.03,USD
ACD-102575,2025-04-06,2025-04,CC100 - Hakam Global Coffee,Corporate Park,CC_BAR_01,410000,Gross Beverage & Food Revenue,Revenue,Revenue,677.42,USD
ACD-102576,2025-04-06,2025-04,CC100 - Hakam Global Coffee,Corporate Park,CC_BAR_01,510000,Direct Raw Materials (Beans/Dairy/Syrup),COGS,Direct Materials,159.41,USD
ACD-102577,2025-04-06,2025-04,CC100 - Hakam Global Coffee,Corporate Park,CC_BAR_01,520000,Direct Barista Labor & Payroll,COGS,Direct Labor,116.46,USD
ACD-102578,2025-04-06,2025-04,CC100 - Hakam Global Coffee,Corporate Park,CC_BAR_01,530000,Packaging & Sustainable Cups,COGS,Packaging,28.48,USD
ACD-102579,2025-04-06,2025-04,CC100 - Hakam Global Coffee,Corporate Park,CC_FAC_02,610000,Store Rent & Facility Lease,OPEX,Rent,58.96,USD
ACD-102580,2025-04-06,2025-04,CC100 - Hakam Global Coffee,Corporate Park,CC_FAC_02,620000,Utilities (Power/Water/Gas),OPEX,Utilities,32.86,USD
ACD-102581,2025-04-06,2025-04,CC100 - Hakam Global Coffee,Corporate Park,CC_MKT_03,640000,Digital Marketing & Channel Promo,OPEX,Marketing,15.85,USD
ACD-102582,2025-04-06,2025-04,CC100 - Hakam Global Coffee,Corporate Park,CC_ADM_04,650000,Admin & IT Support Overhead,OPEX,Admin,20.39,USD
ACD-102583,2025-04-06,2025-04,CC100 - Hakam Global Coffee,Corporate Park,CC_FAC_02,630000,Equipment Depreciation (Espresso/Grinders),Depreciation,Depreciation,25.91,USD
ACD-102584,2025-04-06,2025-04,CC100 - Hakam Global Coffee,University,CC_BAR_01,410000,Gross Beverage & Food Revenue,Revenue,Revenue,581.81,USD
ACD-102585,2025-04-06,2025-04,CC100 - Hakam Global Coffee,University,CC_BAR_01,510000,Direct Raw Materials (Beans/Dairy/Syrup),COGS,Direct Materials,151.11,USD
ACD-102586,2025-04-06,2025-04,CC100 - Hakam Global Coffee,University,CC_BAR_01,520000,Direct Barista Labor & Payroll,COGS,Direct Labor,89.76,USD
ACD-102587,2025-04-06,2025-04,CC100 - Hakam Global Coffee,University,CC_BAR_01,530000,Packaging & Sustainable Cups,COGS,Packaging,29.45,USD
ACD-102588,2025-04-06,2025-04,CC100 - Hakam Global Coffee,University,CC_FAC_02,610000,Store Rent & Facility Lease,OPEX,Rent,42.91,USD
ACD-102589,2025-04-06,2025-04,CC100 - Hakam Global Coffee,University,CC_FAC_02,620000,Utilities (Power/Water/Gas),OPEX,Utilities,24.51,USD
ACD-102590,2025-04-06,2025-04,CC100 - Hakam Global Coffee,University,CC_MKT_03,640000,Digital Marketing & Channel Promo,OPEX,Marketing,16.84,USD
ACD-102591,2025-04-06,2025-04,CC100 - Hakam Global Coffee,University,CC_ADM_04,650000,Admin & IT Support Overhead,OPEX,Admin,16.36,USD
ACD-102592,2025-04-06,2025-04,CC100 - Hakam Global Coffee,University,CC_FAC_02,630000,Equipment Depreciation (Espresso/Grinders),Depreciation,Depreciation,20.22,USD
ACD-102593,2025-04-07,2025-04,CC100 - Hakam Global Coffee,Downtown,CC_BAR_01,410000,Gross Beverage & Food Revenue,Revenue,Revenue,635.37,USD
ACD-102594,2025-04-07,2025-04,CC100 - Hakam Global Coffee,Downtown,CC_BAR_01,510000,Direct Raw Materials (Beans/Dairy/Syrup),COGS,Direct Materials,150.24,USD
ACD-102595,2025-04-07,2025-04,CC100 - Hakam Global Coffee,Downtown,CC_BAR_01,520000,Direct Barista Labor & Payroll,COGS,Direct Labor,108.39,USD
ACD-102596,2025-04-07,2025-04,CC100 - Hakam Global Coffee,Downtown,CC_BAR_01,530000,Packaging & Sustainable Cups,COGS,Packaging,36.34,USD
ACD-102597,2025-04-07,2025-04,CC100 - Hakam Global Coffee,Downtown,CC_FAC_02,610000,Store Rent & Facility Lease,OPEX,Rent,63.09,USD
ACD-102598,2025-04-07,2025-04,CC100 - Hakam Global Coffee,Downtown,CC_FAC_02,620000,Utilities (Power/Water/Gas),OPEX,Utilities,25.93,USD
ACD-102599,2025-04-07,2025-04,CC100 - Hakam Global Coffee,Downtown,CC_MKT_03,640000,Digital Marketing & Channel Promo,OPEX,Marketing,29.41,USD
ACD-102600,2025-04-07,2025-04,CC100 - Hakam Global Coffee,Downtown,CC_ADM_04,650000,Admin & IT Support Overhead,OPEX,Admin,21.46,USD
ACD-102601,2025-04-07,2025-04,CC100 - Hakam Global Coffee,Downtown,CC_FAC_02,630000,Equipment Depreciation (Espresso/Grinders),Depreciation,Depreciation,25.43,USD
ACD-102602,2025-04-07,2025-04,CC100 - Hakam Global Coffee,Corporate Park,CC_BAR_01,410000,Gross Beverage & Food Revenue,Revenue,Revenue,807.33,USD
